,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species
Otu238,0.898100216,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
Otu239,0.769183421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured,uncultured Hyphomicrobiaceae bacterium,
Otu240,1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,,,
Otu241,0.791989425,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,bacterium Ellin6517,
Otu242,0.99959842,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,,
Otu243,0.753036153,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
Otu244,0.964295774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,
Otu245,1,Bacteria,Acidobacteria,Subgroup 6,,,,
Otu246,0.848543835,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,uncultured proteobacterium,
Otu247,0.726695553,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured Conexibacteraceae bacterium,
Otu248,0.999999999,Bacteria,Acidobacteria,Subgroup 25,,,,
Otu249,0.994517932,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),PAUC26f,
Otu250,0.962300157,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,,
Otu251,0.999997521,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,
Otu252,1,Bacteria,Acidobacteria,Subgroup 5,,,,
Otu253,0.80802167,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,uncultured Xanthomonadaceae bacterium
Otu254,0.999999551,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,,
Otu255,0.999866223,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,,
Otu256,0.999891692,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,
Otu257,0.917423729,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,
Otu258,0.999999454,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,
Otu259,0.993075414,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,
Otu260,0.999998879,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured organism
Otu261,0.981004056,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,
Otu262,0.892803208,Bacteria,Proteobacteria,Deltaproteobacteria,Ambiguous_taxa,uncultured delta proteobacterium,,
Otu263,0.762350584,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Cryptosporangium,Ambiguous_taxa
Otu264,0.90177206,Bacteria,Acidobacteria,Subgroup 25,uncultured soil bacterium,,,
Otu265,0.769651823,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,metagenome,
Otu266,0.999819194,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
Otu267,0.961061789,Bacteria,,,,,,
Otu268,0.999989547,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,
Otu269,0.983384743,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,
Otu270,0.776306421,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,uncultured bacterium,
Otu271,0.746693492,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria,Ambiguous_taxa
Otu272,0.997948661,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea koreensis
Otu273,0.999999995,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,
Otu274,0.999999906,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,
Otu275,0.998739338,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured,
Otu276,0.920812824,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus glycanilyticus
Otu277,0.999999558,Bacteria,Chloroflexi,KD4-96,,,,
Otu278,0.72328657,Bacteria,Acidobacteria,Subgroup 5,uncultured Acidobacteria bacterium,,,
Otu279,0.876335985,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,uncultured Dokdonella sp.
Otu280,0.980165188,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,
Otu281,0.892256927,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,,
Otu282,0.757467386,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,uncultured,metagenome
Otu283,0.972917477,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,uncultured forest soil bacterium
Otu284,0.937050674,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured organism
Otu285,0.999807083,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,
Otu286,1,Bacteria,Acidobacteria,Subgroup 5,,,,
Otu287,0.999743237,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,
Otu288,0.896630397,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,
Otu289,0.999999996,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,
Otu290,0.988337523,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
Otu291,0.999999999,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,
Otu292,0.9829736,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,uncultured,Ambiguous_taxa,
Otu293,0.984444419,Bacteria,Acidobacteria,Subgroup 25,uncultured bacterium,,,
Otu294,0.72763007,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured Nitrosomonadales bacterium,
Otu295,0.999991257,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,,
Otu296,0.999456849,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,uncultured bacterium
Otu297,0.999517519,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,uncultured,
Otu298,0.743610157,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,metagenome
Otu299,0.996104086,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,
Otu300,0.720270766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
Otu301,0.974056041,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
Otu302,0.809984705,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,uncultured bacterium
Otu303,0.813358831,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
Otu304,0.768644718,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
Otu305,0.921739598,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,
Otu306,0.999999937,Bacteria,Gemmatimonadetes,S0134 terrestrial group,,,,
Otu307,0.804882077,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,uncultured proteobacterium,
Otu308,0.996001938,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,uncultured bacterium
Otu309,0.995106502,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
Otu310,0.999989989,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
Otu311,0.999999963,Bacteria,Actinobacteria,MB-A2-108,,,,
Otu312,0.999091104,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,,,
Otu313,0.999999998,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured Actinomycetales bacterium
Otu314,0.854441152,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,uncultured Rhodospirillaceae bacterium
Otu315,0.714513419,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
Otu316,0.999990618,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,
Otu317,0.991436952,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,bacterium Ellin6515,
Otu318,0.999999991,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,,
Otu319,0.999999998,Bacteria,Rokubacteria,NC10,Rokubacteriales,,,
Otu320,0.998819862,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,,
Otu321,0.906317376,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Ambiguous_taxa,Ambiguous_taxa
Otu322,0.942730742,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured Rubrobacterales bacterium,
Otu323,0.93969473,Bacteria,Actinobacteria,MB-A2-108,Ambiguous_taxa,,,
Otu324,0.999998435,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu325,0.999999848,Bacteria,Acidobacteria,Subgroup 6,,,,
Otu326,0.999950686,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,,
Otu327,0.735928287,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosospira,Ambiguous_taxa
Otu328,0.999873859,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24,,,
Otu329,0.999649943,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,
Otu330,0.999997465,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
Otu331,0.999999802,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1,
Otu332,0.966927488,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,bacterium Ellin7504
Otu333,0.802014595,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Sphingobacteriales bacterium
Otu334,0.999998295,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu335,0.996146415,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,bacterium Ellin516,
Otu336,0.802415066,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,
Otu337,0.99996299,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,,
Otu338,0.914338758,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured bacterium,
Otu339,0.747484858,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Ambiguous_taxa
Otu340,0.999999484,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,,,
Otu341,0.999999498,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,
Otu342,0.932999873,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,uncultured bacterium
Otu344,0.905255573,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured Rubrobacteria bacterium
Otu345,0.910900325,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,
Otu346,0.999998949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
Otu347,0.883629757,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),uncultured,
Otu348,0.999973791,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,
Otu349,0.763867316,Bacteria,Acidobacteria,Subgroup 6,uncultured Acidobacteriales bacterium,,,
Otu350,0.929292889,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured bacterium
Otu351,0.939179784,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured soil bacterium,
Otu352,0.999650008,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
Otu353,0.999973755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,
Otu354,0.977198623,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,
Otu355,0.971642794,Bacteria,Chloroflexi,Dehalococcoidia,S085,metagenome,,
Otu356,0.836996566,Bacteria,Actinobacteria,,,,,
Otu357,0.947143087,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Otu358,0.883543125,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,metagenome
Otu359,0.999474427,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,
Otu360,0.918955566,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Xanthomonadaceae bacterium
Otu361,0.91899271,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus taihuensis
Otu362,0.973744922,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium
Otu363,0.99158861,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,,
Otu364,0.768472651,Bacteria,Rokubacteria,NC10,Rokubacteriales,uncultured Firmicutes bacterium,,
Otu365,0.999590886,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
Otu366,1,Bacteria,Rokubacteria,NC10,Rokubacteriales,,,
Otu367,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,
Otu368,0.804598075,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,,
Otu369,0.770439877,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24,uncultured bacterium,,
Otu370,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,
Otu371,0.737755721,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured,
Otu372,0.998780452,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
Otu373,0.998416086,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,,
Otu374,0.988213975,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,
Otu375,0.985882385,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum
Otu376,0.984845436,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,,
Otu377,0.995677737,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,
Otu378,0.998943833,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,
Otu379,0.996266565,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncultured,
Otu380,0.709987846,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,Ambiguous_taxa
Otu381,0.998574426,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,,
Otu382,0.999841797,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,,,
Otu383,0.999999993,Bacteria,WPS-2,,,,,
Otu384,0.932448407,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,uncultured Chitinophaga sp.
Otu385,0.999983328,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,,
Otu386,0.969915924,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,uncultured bacterium
Otu387,0.999990329,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,,
Otu388,0.925327005,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured bacterium
Otu389,0.836812583,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Otu390,0.997913957,Bacteria,Chloroflexi,TK10,bacterium Ellin6543,,,
Otu391,0.813698304,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,uncultured Chloroflexi bacterium,,
Otu392,0.999858603,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,,
Otu393,0.984444588,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,uncultured,
Otu394,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,,
Otu395,0.997766407,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,
Otu396,0.821940874,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,uncultured bacterium,
Otu397,0.999972978,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,
Otu398,0.92729741,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Flavobacterium sp. PNS BS-1
Otu399,0.999999516,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,Chitinophaga sp. BN130233
Otu400,0.782860556,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans
Otu401,0.972456228,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured delta proteobacterium,
Otu402,0.81795351,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus phyllosphaerae
Otu403,0.999993271,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,
Otu404,0.999976941,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
Otu405,0.771275906,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,
Otu406,0.999999286,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
Otu407,0.996526985,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured Rubrobacteria bacterium
Otu408,0.911899953,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium
Otu409,0.997134266,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,uncultured Clostridium sp.
Otu410,0.994556288,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,uncultured,uncultured cyanobacterium,
Otu411,0.714462824,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
Otu412,0.85812561,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Aridibacter,uncultured bacterium
Otu413,0.999422832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
Otu414,0.999999476,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu415,0.772510878,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,uncultured bacterium
Otu416,0.958683,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,
Otu417,0.932499258,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus gibsonii
Otu418,0.886412904,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured organism
Otu419,0.932708544,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,uncultured bacterium,
Otu420,0.956924495,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured bacterium
Otu421,0.792267745,Bacteria,Proteobacteria,,,,,
Otu422,1,Bacteria,Chloroflexi,Gitt-GS-136,,,,
Otu423,0.913896228,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,uncultured bacterium,
Otu424,0.991868965,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,
Otu425,0.999999949,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,
Otu426,0.999876222,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,
Otu427,0.999656963,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured Bradyrhizobiaceae bacterium,,
Otu428,0.999978948,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,,
Otu429,0.999724101,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,
Otu430,0.999994592,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,
Otu431,0.981617366,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured bacterium,,
Otu432,0.987632364,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
Otu433,0.770702168,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,uncultured Acidobacteriaceae bacterium,
Otu434,0.999999999,Bacteria,Acidobacteria,Subgroup 5,,,,
Otu436,0.999575703,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,
Otu437,0.999950685,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,
Otu438,0.746600041,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Ambiguous_taxa
Otu439,0.999700945,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Aquisphaera,
Otu440,0.816328442,Bacteria,Acidobacteria,Subgroup 18,uncultured bacterium,,,
